ReferenceID,Block,Lot,BuildingAddress,NoticeDate,Neighborhood,PoliceDistrict,CouncilDistrict,Location
1503 003 060419,1503,003,1405 N PATTERSON PARK AVE,06/04/2019,Broadway East,Eastern,13,"(39.30697307, -76.5853722)"
4616 102 060519,4616,102,4821 PALMER AVE,06/05/2019,Central Park Heights,Northwestern,6,"(39.34687096, -76.67085917)"
4616 098T 060519,4616,098T,4816 PIMLICO ROAD,06/05/2019,Central Park Heights,Northwestern,6,"(39.34734857, -76.66928016)"
4609 068 060519,4609,068,3727 MANCHESTER AVE,06/05/2019,Central Park Heights,Northwestern,6,"(39.34249688, -76.67614381)"
2378 020 060519,2378,020,2721 W LAFAYETTE AVE,06/05/2019,Mosher,Western,9,"(39.29798533, -76.66204591)"
2230I020C 060519,2230I,020C,3236 LOHRS LANE,06/05/2019,Carroll-South Hilton,Southwestern,9,"(39.28509947, -76.67166613)"
8248 003B 060619,8248,003B,3611 MOHAWK AVE,06/06/2019,Howard Park,Northwestern,5,"(39.33159109, -76.69201472)"
4609 029 060619,4609,029,3732 BEEHLER AVE,06/06/2019,Central Park Heights,Northwestern,6,"(39.34204212, -76.67568257)"
4609 017 060619,4609,017,3708 BEEHLER AVE,06/06/2019,Central Park Heights,Northwestern,6,"(39.34254896, -76.67544303)"
4608 071 060619,4608,071,3725 BEEHLER AVE,06/06/2019,Central Park Heights,Northwestern,6,"(39.34209037, -76.67516318)"
4608 070 060619,4608,070,3723 BEEHLER AVE,06/06/2019,Central Park Heights,Northwestern,6,"(39.34213196, -76.67514338)"
4600 031 060619,4600,031,4913 CORDELIA AVE,06/06/2019,Langston Hughes,Northwestern,6,"(39.34359123, -76.67890059)"
4587 073 060619,4587,073,5000 QUEENSBERRY AVE,06/06/2019,Central Park Heights,Northwestern,6,"(39.34880339, -76.67126017)"
4587 016 060619,4587,016,3040 W GARRISON AVE,06/06/2019,Central Park Heights,Northwestern,6,"(39.34827861, -76.67244244)"
4587 001 060619,4587,001,3000 W GARRISON AVE,06/06/2019,Central Park Heights,Northwestern,6,"(39.34882592, -76.67153697)"
4577 038 060619,4577,038,3602 OAKMONT AVE,06/06/2019,Central Park Heights,Northwestern,6,"(39.34436886, -76.67700279)"
4576 014 060619,4576,014,3706 W GARRISON AVE,06/06/2019,Langston Hughes,Northwestern,6,"(39.34447189, -76.67876606)"
4576 008 060619,4576,008,3718 W GARRISON AVE,06/06/2019,Langston Hughes,Northwestern,6,"(39.34426418, -76.67907335)"
4149J001 060619,4149J,001,3501 WOODSTOCK AVE,06/06/2019,Belair-Edison,Notheastern,13,"(39.32563512, -76.57488008)"
4114B044 060619,4114B,044,2628 AISQUITH ST,06/06/2019,Coldstream Homestead Montebello,Notheastern,14,"(39.3196046, -76.59627074)"
2901 001 060619,2901,001,3701 W FOREST PARK AVE,06/06/2019,Forest Park,Northwestern,6,"(39.32520818, -76.67967629)"
2704 012 060619,2704,012,4012 FERNHILL AVE,06/06/2019,West Arlington,Northwestern,6,"(39.33795347, -76.68657724)"
1537 051 060619,1537,051,1225 N MONTFORD AVE,06/06/2019,Broadway East,Eastern,13,"(39.30537865, -76.58382461)"
8211A010 060719,8211A,010,4009 ELDERON AVE,06/07/2019,West Arlington,Northwestern,6,"(39.3414945, -76.68616563)"
7139 034 060719,7139,034,3743 SAINT VICTOR ST,06/07/2019,Brooklyn,Southern,10,"(39.2326135, -76.59730973)"
5898H060 060719,5898H,060,4003 EIERMAN AVE,06/07/2019,Arcadia,Notheastern,3,"(39.330178, -76.56661305)"
3903A034 060719,3903A,034,3805 GREENMOUNT AVE,06/07/2019,Waverly,Northern,4,"(39.33599609, -76.60917296)"
1135 031 060719,1135,031,1419 N CENTRAL AVE,06/07/2019,Oliver,Eastern,12,"(39.30668596, -76.60032599)"
0833 009 060719,0833,009,1566 RIDGELY ST,06/07/2019,Carroll - Camden Industrial Area,Southern,10,"(39.27445035, -76.62972684)"
0768 045 060719,0768,045,1119 S CAREY ST,06/07/2019,Washington Village/Pigtown,Southern,10,"(39.28120354, -76.63576072)"
0260 067 060719,0260,067,224 S FULTON AVE,06/07/2019,Carrollton Ridge,Southern,9,"(39.28447848, -76.64522017)"
0152 017 060719,0152,017,333 N STRICKER ST,06/07/2019,Franklin Square,Western,9,"(39.29287004, -76.64098254)"
4572 005A 061019,4572,005A,5103 LINDEN HEIGHTS AVE,06/10/2019,Langston Hughes,Northwestern,6,"(39.34301357, -76.68177761)"
4158 052 061019,4158,052,2106 N WOLFE ST,06/10/2019,Darley Park,Eastern,12,"(39.31440545, -76.59215597)"
3177 039 061019,3177,039,3803 TOWANDA AVE,06/10/2019,Park Circle,Northwestern,6,"(39.33146505, -76.66327225)"
3173 021 061019,3173,021,2906 ROCKROSE AVE,06/10/2019,Park Circle,Northwestern,6,"(39.32906677, -76.66217039)"
2754 018B 061019,2754,018B,3800 BONNER ROAD,06/10/2019,Concerned Citizens Of Forest Park,Northwestern,6,"(39.32334007, -76.68179034)"
2754 018A 061019,2754,018A,3802 BONNER ROAD,06/10/2019,Concerned Citizens Of Forest Park,Northwestern,6,"(39.32331541, -76.68187113)"
2255 039A 061019,2255,039A,64 S MORLEY ST,06/10/2019,Saint Josephs,Southwestern,8,"(39.28545835, -76.67574592)"
1658 070 061019,1658,070,532 N BELNORD AVE,06/10/2019,McElderry Park,Southeastern,13,"(39.29774478, -76.57887354)"
1644 034 061019,1644,034,602 N STREEPER ST,06/10/2019,McElderry Park,Southeastern,13,"(39.29807426, -76.57747447)"
1643 089 061019,1643,089,616 N BELNORD AVE,06/10/2019,McElderry Park,Southeastern,13,"(39.2982633, -76.57891095)"
1477 041 061019,1477,041,1739 E FEDERAL ST,06/10/2019,Broadway East,Eastern,12,"(39.30840414, -76.59317517)"
0050 093 061019,0050,093,1804 RIGGS AVE,06/10/2019,Sandtown-Winchester,Western,9,"(39.30113621, -76.64658883)"
7419D024 061119,7419D,024,2122 SIDNEY AVE,06/11/2019,Westport,Southern,10,"(39.26434822, -76.63245745)"
5953L005 061119,5953L,005,4509 WOODLEA AVE,06/11/2019,Frankford,Notheastern,2,"(39.33113526, -76.55352025)"
4190A025 061119,4190A,025,3208 HARWELL AVE,06/11/2019,Belair-Edison,Notheastern,13,"(39.32199462, -76.57517256)"
4020 026 061119,4020,026,733 E 22ND ST,06/11/2019,East Baltimore Midway,Eastern,12,"(39.31438898, -76.60749625)"
3836A013 061119,3836A,013,437 E 27TH ST,06/11/2019,Harwood,Northern,12,"(39.32073729, -76.61004383)"
3826 058 061119,3826,058,2428 BRENTWOOD AVE,06/11/2019,Barclay,Eastern,12,"(39.31685771, -76.61065508)"
3207 079 061119,3207,079,1925 HERBERT ST,06/11/2019,Mondawmin,Western,7,"(39.31021282, -76.64907306)"
8298 004 061219,8298,004,4407 LIBERTY HEIGHTS AVE,06/12/2019,Howard Park,Northwestern,8,"(39.32994573, -76.69236166)"
4114A071 061219,4114A,071,1747 MONTPELIER ST,06/12/2019,Coldstream Homestead Montebello,Notheastern,14,"(39.3192279, -76.59470632)"
2904 006 061219,2904,006,3713 LIBERTY HEIGHTS AVE,06/12/2019,Forest Park,Northwestern,6,"(39.32642922, -76.68034611)"
2902 003 061219,2902,003,3629 LIBERTY HEIGHTS AVE,06/12/2019,Forest Park,Northwestern,6,"(39.32569848, -76.67787416)"
2183C016 061219,2183C,016,12 S FRANKLINTOWN ROAD,06/12/2019,Shipley Hill,Southwestern,9,"(39.28695751, -76.65924795)"
1464 011 061219,1464,011,2421 E LAFAYETTE AVE,06/12/2019,Broadway East,Eastern,13,"(39.31090844, -76.58364669)"
0719B004 061219,0719B,004,606 S MONROE ST,06/12/2019,Carrollton Ridge,Southern,9,"(39.28076981, -76.64675316)"
0013A055 061219,0013A,055,1653 N MONROE ST,06/12/2019,Sandtown-Winchester,Western,7,"(39.30771782, -76.6477788)"
0013A012 061219,0013A,012,1610 MCKEAN AVE,06/12/2019,Sandtown-Winchester,Western,7,"(39.30716046, -76.64743075)"
8328 008 061319,8328,008,5316 GWYNN OAK AVE,06/13/2019,Howard Park,Northwestern,8,"(39.32889334, -76.70756296)"
7841B010 061319,7841B,010,2455 WASHINGTON BLVD,06/13/2019,Morrell Park,Southwestern,10,"(39.26689936, -76.6518122)"
4011B035 061319,4011B,035,2046 ROBB ST,06/13/2019,East Baltimore Midway,Eastern,12,"(39.31391055, -76.60293898)"
4011B024 061319,4011B,024,2024 ROBB ST,06/13/2019,East Baltimore Midway,Eastern,12,"(39.31357997, -76.60328575)"
3017 005 061319,3017,005,3308 WALBROOK AVE,06/13/2019,Walbrook,Southwestern,7,"(39.31025964, -76.67330147)"
2483 029 061319,2483,029,626 N HILTON ST,06/13/2019,Edgewood,Southwestern,8,"(39.2950888, -76.67317814)"
2450 021 061319,2450,021,1526 N ELLAMONT ST,06/13/2019,Rosemont,Southwestern,9,"(39.3052335, -76.67095693)"
1457 038 061319,1457,038,1732 N WOLFE ST,06/13/2019,Broadway East,Eastern,12,"(39.31042904, -76.59187897)"
1102 009 061319,1102,009,1825 N BOND ST,06/13/2019,Oliver,Eastern,12,"(39.3112085, -76.59674021)"
0212 010 061319,0212,010,1620 HOLLINS ST,06/13/2019,Union Square,Southern,9,"(39.28759475, -76.64317952)"
0150 002 061319,0150,002,302 N GILMOR ST,06/13/2019,Franklin Square,Western,9,"(39.29229521, -76.6428492)"
8306 015 061419,8306,015,4820 NORWOOD AVE,06/14/2019,Howard Park,Northwestern,8,"(39.3295818, -76.6986485)"
5934A013 061419,5934A,013,4219 SEIDEL AVE,06/14/2019,Belair-Edison,Notheastern,2,"(39.32913292, -76.56240945)"
5618 009 061419,5618,009,6209 HARFORD ROAD,06/14/2019,Westfield,Notheastern,3,"(39.35934328, -76.55492114)"
5346 019 061419,5346,019,2812 MONTEBELLO TERR,06/14/2019,Lauraville,Notheastern,3,"(39.34229885, -76.57543421)"
4544B005 061419,4544B,005,5251 CORDELIA AVE,06/14/2019,Arlington,Northwestern,5,"(39.34659667, -76.68216552)"
4527 030 061419,4527,030,5331 DENMORE AVE,06/14/2019,Arlington,Northwestern,5,"(39.34987109, -76.68142593)"
4179G116 061419,4179G,116,3515 JUNEWAY ,06/14/2019,Belair-Edison,Notheastern,13,"(39.31807796, -76.56668353)"
4059B003 061419,4059B,003,604 E 37TH ST,06/14/2019,Waverly,Northern,14,"(39.33385407, -76.60735693)"
4057A062 061419,4057A,062,741 E 36TH ST,06/14/2019,Waverly,Northern,14,"(39.33188503, -76.60494622)"
3335 027 061419,3335,027,2615 SPRINGHILL AVE,06/14/2019,Park Circle,Northwestern,6,"(39.33222515, -76.65975495)"
3327C028 061419,3327C,028,3415 PARK HEIGHTS AVE,06/14/2019,Park Circle,Northwestern,6,"(39.32662312, -76.65723943)"
3303 010 061419,3303,010,2628 W COLD SPRING LANE,06/14/2019,Central Park Heights,Northwestern,6,"(39.33998484, -76.66611354)"
3183 004 061419,3183,004,4128 REISTERSTOWN ROAD,06/14/2019,Towanda-Grantley,Northwestern,6,"(39.33562674, -76.66573283)"
2948 069 061419,2948,069,3915 BOARMAN AVE,06/14/2019,Callaway-Garrison,Northwestern,6,"(39.33406669, -76.68149212)"
2902 005 061419,2902,005,3620 W FOREST PARK AVE,06/14/2019,Forest Park,Northwestern,6,"(39.32551882, -76.67874203)"
2829 001 061419,2829,001,2500 ELSINORE AVE,06/14/2019,Garwyn Oaks,Northwestern,6,"(39.31623483, -76.67966571)"
2252 060 061419,2252,060,129 S MONASTERY AVE,06/14/2019,Saint Josephs,Southwestern,8,"(39.28498976, -76.67945864)"
0391 001 061419,0391,001,226 E LAFAYETTE AVE,06/14/2019,Greenmount West,Eastern,12,"(39.31017699, -76.61249444)"
0129 097 061419,0129,097,944 BENNETT PL,06/14/2019,Harlem Park,Western,9,"(39.29513206, -76.63355143)"
0098 019 061419,0098,019,710 N GILMOR ST,06/14/2019,Harlem Park,Western,9,"(39.29688782, -76.64312671)"
2377C051 061619,2377C,051,617 GLENOLDEN AVE,06/16/2019,Mosher,Western,9,"(39.29522925, -76.66200428)"
2323 004 061619,2323,004,1649 N BENTALOU ST,06/16/2019,Coppin Heights/Ash-Co-East,Western,7,"(39.30743296, -76.65366789)"
2301 044A 061619,2301,044A,2120 PRESBURY ST,06/16/2019,Easterwood,Western,7,"(39.30790083, -76.6520172)"
0075 025 061619,0075,025,934 N STRICKER ST,06/16/2019,Sandtown-Winchester,Western,9,"(39.29981441, -76.64184953)"
4041 014 061719,4041,014,646 COKESBURY AVE,06/17/2019,East Baltimore Midway,Eastern,12,"(39.31618997, -76.60729778)"
1606 045 061719,1606,045,816 N PATTERSON PARK AVE,06/17/2019,Middle East,Eastern,13,"(39.30019699, -76.58548451)"
1471 019A 061719,1471,019A,1630 N PATTERSON PARK AVE,06/17/2019,Broadway East,Eastern,13,"(39.30958411, -76.58655832)"
1128 016 061719,1128,016,508 E PRESTON ST,06/17/2019,Johnston Square,Eastern,12,"(39.3052314, -76.60910414)"
0270 050 061719,0270,050,460 S BENTALOU ST,06/17/2019,Millhill,Southwestern,9,"(39.28195865, -76.652772)"
7090 008 061819,7090,008,3715 2ND ST,06/18/2019,Brooklyn,Southern,10,"(39.23668544, -76.60903726)"
5211 047 061819,5211,047,524 E 43RD ST,06/18/2019,Wilson Park,Northern,4,"(39.34127509, -76.60836377)"
4179D006 061819,4179D,006,3407 BRENDAN AVE,06/18/2019,Belair-Edison,Notheastern,13,"(39.31993668, -76.56801429)"
1534 005 061819,1534,005,2108 E BIDDLE ST,06/18/2019,Broadway East,Eastern,13,"(39.30474587, -76.58787716)"
0228 023 061819,0228,023,41 S FULTON AVE,06/18/2019,Union Square,Southern,9,"(39.28671887, -76.64473138)"
0019 066 061819,0019,066,1543 APPLETON ST,06/18/2019,Easterwood,Western,7,"(39.30646651, -76.6485904)"
5053A027 061919,5053A,027,4716 YORK ROAD,06/19/2019,Kernewood,Northern,4,"(39.34675079, -76.60989817)"
4178F019 061919,4178F,019,3337 ELMORA AVE,06/19/2019,Four By Four,Notheastern,13,"(39.31573083, -76.57605953)"
4130 029 061919,4130,029,1613 ABBOTSTON ST,06/19/2019,Coldstream Homestead Montebello,Notheastern,14,"(39.32255069, -76.59433044)"
2366 011 061919,2366,011,2500 MOSHER ST,06/19/2019,Bridgeview/Greenlawn,Western,9,"(39.29980055, -76.65673904)"
1628 061 061919,1628,061,2812 E MONUMENT ST,06/19/2019,Madison-Eastend,Eastern,13,"(39.29921405, -76.57759752)"
1519 031 061919,1519,031,2329 E HOFFMAN ST,06/19/2019,Broadway East,Eastern,13,"(39.30662897, -76.58446402)"
0277 022 061919,0277,022,1608 WILKENS AVE,06/19/2019,New Southwest/Mount Clare,Southern,9,"(39.28363481, -76.64260753)"
3210 018 062019,3210,018,1934 WALBROOK AVE,06/20/2019,Mondawmin,Western,7,"(39.31102509, -76.6492407)"
2532 043 062019,2532,043,430 ROSECROFT TERR,06/20/2019,Irvington,Southwestern,8,"(39.27890086, -76.68287823)"
0767 012 062019,0767,012,1342 WASHINGTON BLVD,06/20/2019,Washington Village/Pigtown,Southern,10,"(39.28020901, -76.63627715)"
3962 025 062119,3962,025,1639 CHILTON ST,06/21/2019,Coldstream Homestead Montebello,Notheastern,14,"(39.32731514, -76.59250656)"
3937 010 062119,3937,010,2862 HARFORD ROAD,06/21/2019,Coldstream Homestead Montebello,Notheastern,14,"(39.32272045, -76.58926011)"
3846 065 062119,3846,065,416 ILCHESTER AVE,06/21/2019,Harwood,Northern,12,"(39.32298534, -76.61058305)"
3806 047 062119,3806,047,335 E 21ST ST,06/21/2019,Barclay,Eastern,12,"(39.31324697, -76.61153624)"
1498 037 062119,1498,037,1417 N WASHINGTON ST,06/21/2019,Broadway East,Eastern,13,"(39.30727513, -76.58988126)"
2404 034 062319,2404,034,1616 BRADDISH AVE,06/23/2019,Coppin Heights/Ash-Co-East,Western,7,"(39.30654961, -76.66123061)"
2402 009 062319,2402,009,2769 W NORTH AVE,06/23/2019,Coppin Heights/Ash-Co-East,Western,7,"(39.30891882, -76.66324372)"
2170B017 062319,2170B,017,2546 W BALTIMORE ST,06/23/2019,Shipley Hill,Southwestern,9,"(39.28788095, -76.65774262)"
2167B036 062319,2167B,036,2542 W FAYETTE ST,06/23/2019,Shipley Hill,Southwestern,9,"(39.28906358, -76.65772441)"
2141 009 062319,2141,009,2629 LEHMAN ST,06/23/2019,Millhill,Southwestern,9,"(39.28036398, -76.6579599)"
2107A002I 062319,2107A,002I,2735 WILKENS AVE,06/23/2019,Millhill,Southwestern,9,"(39.27746881, -76.65957105)"
0767 088 062319,0767,088,1320 SARGEANT ST,06/23/2019,Washington Village/Pigtown,Southern,10,"(39.2806478, -76.63657846)"
0273 076 062319,0273,076,2006 WILHELM ST,06/23/2019,Carrollton Ridge,Southern,9,"(39.28375141, -76.64897557)"
3013 007 062419,3013,007,2013 N LONGWOOD ST,06/24/2019,Walbrook,Southwestern,7,"(39.31053769, -76.66735267)"
2527 051 062419,2527,051,4225 FLOWERTON ROAD,06/24/2019,Rognel Heights,Southwestern,8,"(39.29819559, -76.68772184)"
2406 010 062419,2406,010,2819 W NORTH AVE,06/24/2019,Northwest Community Action,Southwestern,7,"(39.30886815, -76.6644207)"
0302 059 062419,0302,059,556 GOLD ST,06/24/2019,Druid Heights,Central,7,"(39.308039, -76.63893608)"
2230D011 062519,2230D,011,21 N BERNICE AVE,06/25/2019,Carroll-South Hilton,Southwestern,9,"(39.28657454, -76.66955709)"
2216 049 062519,2216,049,533 N LONGWOOD ST,06/25/2019,Penrose/Fayette Street Outreach,Southwestern,9,"(39.29380498, -76.66542637)"
1625 076 062519,1625,076,716 N ROSE ST,06/25/2019,Milton-Montford,Eastern,13,"(39.29946027, -76.5818145)"
7863 003 062619,7863,003,1962 SPONSON ST,06/26/2019,Morrell Park,Southwestern,10,"(39.26320236, -76.65237542)"
7757 014 062619,7757,014,1800 LETITIA AVE,06/26/2019,Morrell Park,Southwestern,10,"(39.26396453, -76.65732443)"
7260 035 062619,7260,035,1503 POPLAND ST,06/26/2019,Curtis Bay,Southern,10,"(39.22882998, -76.58979244)"
4051B029 062619,4051B,029,3208 ELLERSLIE AVE,06/26/2019,Better Waverly,Northern,14,"(39.32730555, -76.60395708)"
3023 039 062619,3023,039,2910 CLIFTON AVE,06/26/2019,Walbrook,Southwestern,7,"(39.31157738, -76.6663315)"
2382 011 062619,2382,011,2717 MOSHER ST,06/26/2019,Mosher,Western,9,"(39.29904963, -76.66217584)"
2377A007 062619,2377A,007,2712 HARLEM AVE,06/26/2019,Mosher,Western,9,"(39.2957492, -76.66189649)"
2251 024I 062619,2251,024I,65 N MONASTERY AVE,06/26/2019,Saint Josephs,Southwestern,8,"(39.28751489, -76.67669959)"
1606 070 062619,1606,070,810 N MADEIRA ST,06/26/2019,Middle East,Eastern,13,"(39.30024908, -76.58618926)"
5843 024 062719,5843,024,4009 BELWOOD AVE,06/27/2019,Waltherson,Notheastern,2,"(39.33750763, -76.55530012)"
2174A077F 062719,2174A,077F,213 S CATHERINE ST,06/27/2019,Shipley Hill,Southwestern,9,"(39.28437412, -76.65572138)"
1642 075 062719,1642,075,610 N GLOVER ST,06/27/2019,McElderry Park,Southeastern,13,"(39.29831821, -76.58032552)"
0778 043 062719,0778,043,1228 S CAREY ST,06/27/2019,Washington Village/Pigtown,Southern,10,"(39.27984362, -76.63468899)"
0695 006 062719,0695,006,510 S BENTALOU ST,06/27/2019,Carrollton Ridge,Southwestern,9,"(39.28111533, -76.65261223)"
0001 033I 062719,0001,033I,2020 WESTWOOD AVE,06/27/2019,Easterwood,Western,7,"(39.30890006, -76.6507944)"
4511H060 062819,4511H,060,5423 JONQUIL AVE,06/28/2019,Arlington,Northwestern,5,"(39.34913094, -76.68518018)"
4218F044 062819,4218F,044,7023 SURREY DR,06/28/2019,Fallstaff,Northwestern,5,"(39.36347658, -76.70867611)"
4188D029 062819,4188D,029,3055 MAYFIELD AVE,06/28/2019,Belair-Edison,Notheastern,13,"(39.32100998, -76.57127103)"
4137 039 062819,4137,039,2821 KIRK AVE,06/28/2019,Coldstream Homestead Montebello,Notheastern,14,"(39.32442176, -76.59538791)"
4093 021 062819,4093,021,1115 MONTPELIER ST,06/28/2019,Better Waverly,Northern,14,"(39.32384386, -76.60281781)"
3984 037 062819,3984,037,3621 KIMBLE ROAD,06/28/2019,Ednor Gardens-Lakeside,Notheastern,14,"(39.33264663, -76.60083977)"
3964 015 062819,3964,015,1828 E 32ND ST,06/28/2019,Coldstream Homestead Montebello,Notheastern,14,"(39.32701721, -76.58951224)"
3963 017 062819,3963,017,1701 CHILTON ST,06/28/2019,Coldstream Homestead Montebello,Notheastern,14,"(39.32731834, -76.59191846)"
3937 048 062819,3937,048,2704 HUGO AVE,06/28/2019,Coldstream Homestead Montebello,Notheastern,14,"(39.32307167, -76.58927881)"
3935 062 062819,3935,062,2793 THE ALAMEDA ,06/28/2019,Coldstream Homestead Montebello,Notheastern,14,"(39.32320307, -76.59246973)"
3849 025 062819,3849,025,2843 SAINT PAUL ST,06/28/2019,Charles Village,Northern,12,"(39.32315085, -76.61539539)"
2510 028 062819,2510,028,710 KEVIN ROAD,06/28/2019,Rognel Heights,Southwestern,8,"(39.29611133, -76.68709104)"
2409B022 062819,2409B,022,2805 BAKER ST,06/28/2019,Northwest Community Action,Southwestern,9,"(39.30580827, -76.66410332)"
2394 040 062819,2394,040,2809 RIGGS AVE,06/28/2019,Mosher,Western,9,"(39.30008032, -76.66380901)"
2275A002 062819,2275A,002,248 N HILTON ST,06/28/2019,Allendale,Southwestern,8,"(39.2899047, -76.67284678)"
1125 068 062819,1125,068,1501 N EDEN ST,06/28/2019,Oliver,Eastern,12,"(39.30740044, -76.59945083)"
1658 063 063019,1658,063,518 N BELNORD AVE,06/30/2019,McElderry Park,Southeastern,13,"(39.29748846, -76.57885719)"
1629 030 063019,1629,030,2922 E MONUMENT ST,06/30/2019,Madison-Eastend,Eastern,13,"(39.29928412, -76.57586089)"
1608 052 063019,1608,052,800 N MILTON AVE,06/30/2019,Milton-Montford,Eastern,13,"(39.30022031, -76.58263584)"
1606 096 063019,1606,096,801 N MADEIRA ST,06/30/2019,Middle East,Eastern,13,"(39.30010702, -76.58578301)"
1606 094 063019,1606,094,805 N MADEIRA ST,06/30/2019,Middle East,Eastern,13,"(39.30018088, -76.58578937)"
1606 090 063019,1606,090,813 N MADEIRA ST,06/30/2019,Middle East,Eastern,13,"(39.30031976, -76.58579923)"
1606 089 063019,1606,089,815 N MADEIRA ST,06/30/2019,Middle East,Eastern,13,"(39.30035271, -76.58579733)"
1606 087 063019,1606,087,819 N MADEIRA ST,06/30/2019,Middle East,Eastern,13,"(39.30041821, -76.58580366)"
1606 077 063019,1606,077,824 N MADEIRA ST,06/30/2019,Middle East,Eastern,13,"(39.30048024, -76.58620712)"
1606 076 063019,1606,076,822 N MADEIRA ST,06/30/2019,Middle East,Eastern,13,"(39.30044619, -76.58620255)"
1606 074 063019,1606,074,818 N MADEIRA ST,06/30/2019,Middle East,Eastern,13,"(39.30038089, -76.58619749)"
1606 073 063019,1606,073,816 N MADEIRA ST,06/30/2019,Middle East,Eastern,13,"(39.30034696, -76.58619858)"
1606 072 063019,1606,072,814 N MADEIRA ST,06/30/2019,Middle East,Eastern,13,"(39.30031414, -76.58619641)"
1606 071 063019,1606,071,812 N MADEIRA ST,06/30/2019,Middle East,Eastern,13,"(39.30028126, -76.58619411)"
1606 068 063019,1606,068,806 N MADEIRA ST,06/30/2019,Middle East,Eastern,13,"(39.30018433, -76.5861864)"
1606 066 063019,1606,066,802 N MADEIRA ST,06/30/2019,Middle East,Eastern,13,"(39.3001179, -76.58618434)"
1606 049 063019,1606,049,808 N PATTERSON PARK AVE,06/30/2019,Middle East,Eastern,13,"(39.30004348, -76.58547521)"
1606 044 063019,1606,044,818 N PATTERSON PARK AVE,06/30/2019,Middle East,Eastern,13,"(39.30023528, -76.58548382)"
1606 043 063019,1606,043,820 N PATTERSON PARK AVE,06/30/2019,Middle East,Eastern,13,"(39.30027396, -76.58549003)"
1463 037 063019,1463,037,1734 N MONTFORD AVE,06/30/2019,Broadway East,Eastern,13,"(39.31072475, -76.58469902)"
